"id"	"type"	"review"
565	"Pro"	"Price, Speed, Cost of Maintenance, Performance"
566	"Pro"	"Low price and operating cost, very good text, fast"
567	"Pro"	"100 pages a day with no problem, CHEAP, FAST, INCREDIBLE deal!"
568	"Pro"	"Fast speed, low per page cost."
569	"Pro"	"Economical, great print quality, fast, user-friendly, mac compliant, great support, USB, great paper handling, great output, quiet, automatic sleep mode"
570	"Pro"	"Remarkably inexpensive and incredibly fast."
571	"Pro"	"quick, compact, manual feed slot, price"
572	"Pro"	"USB, ease of use, speed, support"
573	"Pro"	"cheap, fast and excellent printer"
574	"Pro"	"12 ppm, 600x 600 resolution, AFFORDABLE!"
575	"Pro"	"fast printing, high quality output, very easy to set up"
576	"Pro"	"Super printer"
577	"Pro"	"Cost, comes out great"
578	"Pro"	"Fast; affordable; top-quality text output"
579	"Pro"	"Inexpensive, multiplatform, quality output of type"
580	"Pro"	"Fast and affordable; with a proper paper tray"
581	"Pro"	"Fast,clear printing"
582	"Pro"	"Well priced, easy to setup and use,reliable, fast, good quality"
583	"Pro"	"Nearly Jam-Free, nearly problem-free, fast, ultra-reliable, great print quality"
584	"Pro"	"Cheap, works well for a single user"
585	"Pro"	"Low maintenance, takes a beating, great for a home office"
586	"Pro"	"A great deal; upgradrable and reasonably priced."
587	"Pro"	"Fast warmup, fast printing, both USB &amp; Parallel ports, expandable RAM."
588	"Pro"	"Print speed, quality, upgradability, price, reliability, quite small, easy to print on envelopes/small paper"
589	"Pro"	"Fast, high quality, good toner life, great tech support, Windows/Mac compatible"
590	"Pro"	"Easy to setup.  High peformance.  Excellent cost.  Beats competitors."
591	"Pro"	"Speed, price"
592	"Pro"	"Fast, quiet, inexpensive."
593	"Pro"	"Fast, good quality, and affordable."
594	"Pro"	"Affordable. Fast. Great Tech Support."
595	"Pro"	"Excellent quality, extremely fast speeds"
596	"Pro"	"Low cost, good print quality, works with D-Link DI-713P Router/Print Server"
597	"Pro"	"Small footprint, easy setup, decent speed and print quality."
598	"Pro"	"Low price, easy setup, works well with Mac OS 10.2"
599	"Pro"	"Great quality, low price, easy setup"
600	"Pro"	"Low price, small footprint, simple."
601	"Pro"	"Price, Speed, Quality of Printout"
602	"Pro"	"Crisp laser; relative ease of use; low cost."
603	"Pro"	"Cheap operating costs, excellent standby mode, good print quality."
604	"Pro"	"Holds a lot of paper, prints fast, high quality material; rarely jams."
605	"Pro"	"Fast,quality prints b&amp;w prints at a good price."
606	"Pro"	"Ultra-fast, sharp output, power-saving mode, easy duplexing, single-sheet feed"
607	"Pro"	"Reasonable price, it does well what it was designed to do"
608	"Pro"	"Moderate speed, good print quality, hibernation feature"
609	"Pro"	"clear printing, paper doesn't jam, reasonably priced toner &amp; drum, easy to use"
610	"Pro"	"User Friendly, compact, economical laser for small home office"
611	"Pro"	"Quick, good print quality, reliable paper-handling and inexpensive"
612	"Pro"	"Excellent black and white printouts. NO smudge. Sharp graphics. Long lasting toner."
613	"Pro"	"HL 1440 has fast print speed 15p, great quality text,small footfrint."
614	"Pro"	"A no-nonsense, easy to use, inexpensive laser printer."
615	"Pro"	"Fast, easy to network, clear printing, good price"
616	"Pro"	"Fast, No Banding"
617	"Pro"	"Fast printing, good drivers, very reasonable price."
618	"Pro"	"large paper tray, fast and crisp output"
619	"Pro"	"energy saver hibernation; price"
620	"Pro"	"Price, print quality"
621	"Pro"	"Inexpensive solution"
622	"Pro"	"Stylish, small foot print, priced right"
623	"Pro"	"Very fast, quiet, extremely easy to set up and use. Toner is cheaper than HP."
624	"Pro"	"Very Low Price, yet has needed features"
625	"Pro"	"fast, inexpensive"
626	"Pro"	"Quite dependable, decent printing, good color.  A good all-around machine for home or office."
627	"Pro"	"Inexpensive; multi-function."
628	"Pro"	"Good quality printing, fast, and efficient"
629	"Pro"	"Does everything well.  Works, has clear documentation."
630	"Pro"	"Best for the money"
631	"Pro"	"NONE"
632	"Pro"	"Great quality photos fax scanner printer small light weight"
633	"Pro"	"all in one, pcfax is great."
634	"Pro"	"ADF(automatic document feeder)Text"
635	"Pro"	"Photo Quality. Ink lasts a long time. Easy to use."
636	"Pro"	"Inexpensive, easy to use.  Fast"
637	"Pro"	"Its a color printer, scanner, fax &amp; copier  all for the price of one!"
638	"Pro"	"Printer, Fax, Scanner, all-in-one!"
639	"Pro"	"easy to install, fast printing"
640	"Pro"	"IF YOU DON'T HAVE A LOT OF ROOM THIS IS THE PRODUCT FOR YOU"
641	"Pro"	"Multiple functions that takes up less desktop space."
642	"Pro"	"Easy to set up and use.  Great versatility for small price."
643	"Pro"	"great product"
644	"Pro"	"Low cost, easy to use"
645	"Pro"	"Excellent print quality; easily set up."
646	"Pro"	"reliable, prints well, switches between fax and printer mode with no problems"
647	"Pro"	"Price, Resolution Output"
648	"Pro"	"All functions work"
649	"Pro"	"Fast to operate,great printing,easy to install to computer,wonderful for faxing"
650	"Pro"	"easy to set up and use"
651	"Pro"	"Get for Companies"
652	"Pro"	"Buttons are well placed on display. Functions easy to sort through."
653	"Pro"	"Lots of functions"
654	"Pro"	"does everything. 30 page feeder is very useful for home copies"
655	"Pro"	"Works well with Windows XP"
656	"Pro"	"Many features for one low price, quiet operation."
657	"Pro"	"Compact, Flatbed scanner, Flatbed copier, Large inkjet cartridges"
658	"Pro"	"ease of use; fast copying and faxing; low ink usage"
659	"Pro"	"Not many.It to be good scanner"
660	"Pro"	"Very good initial print quality.Quick performance both send and receive fax."
661	"Pro"	"Multifunctionality, but muted by problems"
662	"Pro"	"Cheap"
663	"Pro"	"Easy and convenient to use"
664	"Pro"	"All-in-one"
665	"Pro"	"Speed, accuracy, simplicity"
666	"Pro"	"Very Good all around unit, before the print head goes out"
667	"Pro"	"prints, scans"
668	"Pro"	"Does everything quite well."
669	"Pro"	"reliable, fast, good switching between phone/fax functions"
670	"Pro"	"Still a good idea!"
671	"Pro"	"Good Print Quality"
672	"Pro"	"6 in one unit, doesn't take up much space."
673	"Pro"	"four separate cartridges, price, Photo Capture Center, 250 paper capacity, flat bed color scanner"
674	"Pro"	"all-in-one"
675	"Pro"	"ALL in one machine"
676	"Pro"	"Multifunction"
677	"Pro"	"None - Piece of garbage. AND IT KEEPS GETTING WORSE!"
678	"Pro"	"All-In-One, four separate printer cartridges, affordable price, 250 paper capacity"
679	"Pro"	"All in one, when it works"
680	"Pro"	"Aftermarket ink available at great prices...Great range of print quality"
681	"Pro"	"Good black print quality; easy setup, easy fax send/receive."
682	"Pro"	"Initially was great multifunction for our small business.  It replaced a Hp3000"
683	"Pro"	"allows photo printout from the MFC"
684	"Pro"	"Great all in one laser multifunction machine; Brother a good name."
685	"Pro"	"The most capability for the cost; lowest cost per page, automatic sheet feeder, built-in scanner, ability to use just a parallel port."
686	"Pro"	"Moderately fast printing, multifunctionality"
687	"Pro"	"Good features and design"
688	"Pro"	"Great functionality"
689	"Pro"	"see Key Features"
690	"Pro"	"Just a great MFC in every way, per page costs very low"
691	"Pro"	"Excellent Laser Printer and Fax, Good Copier, Excellent Customer Service"
692	"Pro"	"laser fax is cheaper, fair quality, flatbed fax"
693	"Pro"	"simple setup, fast, well designed"
694	"Pro"	"Affordable, easy setup, no maintenance."
695	"Pro"	"Easy to Use, Quick"
696	"Pro"	"Cheap, extremely easy to operate and install"
697	"Pro"	"It was cheap"
698	"Pro"	"Cheap, good print quality and usually efficient. Not to mention small."
699	"Pro"	"Compact and cheap, no paper jams, easy to use, prints on envelopes well, sturdy case"
700	"Pro"	"printer is cheap, and good for text, easy to use"
701	"Pro"	"Low Cost"
702	"Pro"	"Cheap, and simple"
703	"Pro"	"compact"
704	"Pro"	"inexpensive"
705	"Pro"	"every aspect about it"
706	"Pro"	"Small, lightweight .... Low Cost"
707	"Pro"	"Compact, easy to use, and Inexpensive"
708	"Pro"	"Inexpensive Printer"
709	"Pro"	"Good Quality Printing, Great Price"
710	"Pro"	"value, quality, easy installation"
711	"Pro"	"inexpensive, good quality for the price you pay."
712	"Pro"	"Extremely easy set up process"
713	"Pro"	"compact and space saving"
714	"Pro"	"Inexpensive, Easy to use"
715	"Pro"	"Compact and inexpensive"
716	"Pro"	"none"
717	"Pro"	"Easy to transport, easy to use. Nice color."
718	"Pro"	"Price and a name you can trust"
719	"Pro"	"small, compact, light-weight, easy to install"
720	"Pro"	"cheap, easy to set up, easy to use, acceptable quality"
721	"Pro"	"Low cost, Good output."
722	"Pro"	"Inexpensive, easy to install and use"
723	"Pro"	"good color"
724	"Pro"	"Easy to install. Easy to use&amp;gt;"
725	"Pro"	"good quality printing"
726	"Pro"	"quiet, quality, efficient"
727	"Pro"	"FREE!!"
728	"Pro"	"unbeatable price, easy setup, reliable"
729	"Pro"	"slow"
730	"Pro"	"Quality"
731	"Pro"	"hmmmm.... hold on, I'm thinking"
732	"Pro"	"Durable, Easy To Use"
733	"Pro"	"Inexpensive printer"
734	"Pro"	"Great Quailty with everything"
735	"Pro"	"Inexpensive, reliable, decent job for the money."
736	"Pro"	"Fast setup great print quality"
737	"Pro"	"Price"
738	"Pro"	"It does put out printed materials"
739	"Pro"	"The realibilty, the cost,"
740	"Pro"	"came with free software"
741	"Pro"	"Good printing quality"
742	"Pro"	"Ease of use, price"
743	"Pro"	"Inexpensive, perfect for text printing"
744	"Pro"	"Good price, Above average print quality."
745	"Pro"	"Very cheap!"
746	"Pro"	"great for kids and small printer jobs"
747	"Pro"	"Good Quality for Price"
748	"Pro"	"price of printer"
749	"Pro"	"size"
750	"Pro"	"Cheap, Reliable, Accurate, Excellent print quality"
751	"Pro"	"nonbad photoprint, low noise level"
752	"Pro"	"decent print quality came with my pc for free easy to use"
753	"Pro"	"good quality&amp;#13;&amp;#10;small, takes up little space,&amp;#13;&amp;#10;inexpensive&amp;#13;&amp;#10;easy hook up/instructions&amp;#13;&amp;#10;sleek look"
754	"Pro"	"Absolutely None"
755	"Pro"	"Cheap printer for simple personal use."
756	"Pro"	"For its price it prints okay"
757	"Pro"	"Very User Friendly&amp;#13;&amp;#10;Compact design&amp;#13;&amp;#10;Quite affordable 2nd hand"
758	"Pro"	"Easy to use"
759	"Pro"	"It's cheap, does the job for me"
760	"Pro"	"Small/compact, fast accurate prints, owners manual reader friendly"
761	"Pro"	"small"
762	"Pro"	"Size and easy of use"
763	"Pro"	"Low cost, ink doesn't run when wet"
764	"Pro"	"Very cheap, good B/W printing, optional scanner cartridge"
765	"Pro"	"cheap"
766	"Pro"	"Low cost"
767	"Pro"	"very straightforward, reliable, great customer support,light,easy to move and transport, easy to set up, versatile"
768	"Pro"	"prints quietly and fast"
769	"Pro"	"Good printer, great prices."
770	"Pro"	"fast printing, good print quality, good price,"
771	"Pro"	"Versatility - fax, copy, scan with available scanner cartridge."
772	"Pro"	"None, except maybe it's inexpensive."
773	"Pro"	"Decent printing quality"
774	"Pro"	"Very inexpensive printer and ink"
775	"Pro"	"Great performance...Crisp printing...Prints 5 ppm"
776	"Pro"	"Fast printing, good quality printing"
777	"Pro"	"good budget printer to meet basic printing needs"
778	"Pro"	"price, print quality, ease of use"
779	"Pro"	"Inexpensive, good print quality 70% of the time, small and lightweight"
780	"Pro"	"cartridges won't put a whole in your wallet, it is small, dual cartrage system"
781	"Pro"	"Good quality printer"
782	"Pro"	"low unit price"
783	"Pro"	"The IS-22 Scanner Attachment is great"
784	"Pro"	"Inexpensive, easily replaceable cartridges, inexpensive to replace cartridges"
785	"Pro"	"price effective,very inexpensive"
786	"Pro"	"Software included, print quality, scanner"
787	"Pro"	"Good print quality"
788	"Pro"	"cheap"
789	"Pro"	"Low price, easy to set up and use."
790	"Pro"	"good printer, IS-22 compatable"
791	"Pro"	"Low price, Decent output"
792	"Pro"	"inexpensive"
793	"Pro"	"FAST PRINTING - GREAT PRICE"
794	"Pro"	"Inexpensive price and ink tanks"
795	"Pro"	"DOES PRODUCE AND DUPLICATE"
796	"Pro"	"Low maintenance, low price, reliable"
797	"Pro"	"High-quality, neat-looking documents"
798	"Pro"	"cheap"
799	"Pro"	"Easy to use"
800	"Pro"	"PERFECT"
801	"Pro"	"Price, output quality"
802	"Pro"	"Cheap, small size, design"
803	"Pro"	"Incredible Color, Small size, Easy cartridge loading, good price"
804	"Pro"	"Light and small"
805	"Pro"	"the sound"
806	"Pro"	"Cheap, easy to use, fair quality."
807	"Pro"	"The scanner feature works well, it's cheap, it prints papers OK"
808	"Pro"	"Low Cost, Compact Design"
809	"Pro"	"Very small and good print quality"
810	"Pro"	"Cheap (if you can't afford anything else)"
811	"Pro"	"It's cheap"
812	"Pro"	"Affordability, easy to install and use, no problems so far"
813	"Pro"	"Color, speed, cost and desktop space."
814	"Pro"	"Cheap, Inexpensive ink"
815	"Pro"	"replaceable printer heads, inexpensive ink alternatives, low starting cost"
816	"Pro"	"great print quality"
817	"Pro"	"Dual cartridge printer, can use a photo cartridge."
818	"Pro"	"Compact and nice quality for the price"
819	"Pro"	"Price.  Rebate = $30"
820	"Pro"	"Cheap good printer"
821	"Pro"	"Cost effective, good quality"
822	"Pro"	"Fast printing and quiet"
823	"Pro"	"Good Print quality"
824	"Pro"	"scanning cartridge, color ink lasts a long time"
825	"Pro"	"Economical, Does the Job"
826	"Pro"	"Small deskspace....great price"
827	"Pro"	"compact, great printing,scanner conversion"
828	"Pro"	"inexpensive, reliable, easy to find and inexpensive cartridges, ink dries fast"
829	"Pro"	"Fast printing speed, good quality, durable"
830	"Pro"	"Inexpensive"
831	"Pro"	"it is lightweight, small and fair good print quality"
832	"Pro"	"A good value"
833	"Pro"	"Good price, fair print quality, compact"
834	"Pro"	"Great for Kids Schoolwork"
835	"Pro"	"fast, cheap, small"
836	"Pro"	"It's small and cheap"
837	"Pro"	"supposedly a very good printer"
838	"Pro"	"great versatility"
839	"Pro"	"Reliable, compact, inexpensive"
840	"Pro"	"none"
841	"Pro"	"it works, it's cheap, it's small, ink is cheap"
842	"Pro"	"Easy to use, reliable"
843	"Pro"	"Good quality for the price"
844	"Pro"	"Easy to use and install, good quality."
845	"Pro"	"Utter reliability. Virtually &lt;i&gt;never&lt;/i&gt; jams, even when fed scraps. Availability of unbelievably cheap ink cartridges!"
846	"Pro"	"Affordable"
847	"Pro"	"Not too many."
848	"Pro"	"good picture quality, low price"
849	"Pro"	"It came free with our computer"
850	"Pro"	"Cheap, Small, Easy to Use"
851	"Pro"	"Small, prints clear, beautiful colors."
852	"Pro"	"Ink last quite long"
853	"Pro"	"For its price it prints okay"
854	"Pro"	"Cheap Price, Cheap Black Ink Refills"
855	"Pro"	"Cheap, Easy to use"
856	"Pro"	"lightweight, does not take up a lot of room, inexpensive"
857	"Pro"	"Still looking for some."
858	"Pro"	"5 pages per minute in black&amp;#13;&amp;#10;and 2 in color"
859	"Pro"	"Good quality printing, inexpensive, small size, very affordable ink."
860	"Pro"	"great resolution, cheaper inks, cheap price"
861	"Pro"	"Inexpensive, ink is cheap, good quality"
862	"Pro"	"Inexpensive to buy and use, good quality printing for home."
863	"Pro"	"compact, inexpensive ink, turns into a scanner"
864	"Pro"	"Very inexpensive - easy to use"
865	"Pro"	"Hard to beat for the money."
866	"Pro"	"Ease of use, installation, size, price."
867	"Pro"	"Cheap, Quiet, Small"
868	"Pro"	"Quiet, cheap, small, easy to find ink."
869	"Pro"	"low price, text print quality"
870	"Pro"	"Cheap"
871	"Pro"	"easy to use, great quality"
872	"Pro"	"price"
873	"Pro"	"Small and easy to use"
874	"Pro"	"cheap"
875	"Pro"	"For its price it prints okay"
876	"Pro"	"reliable and very easy to use"
877	"Pro"	"easy use, quiet"
878	"Pro"	"Great for everyday paper use, affordable"
879	"Pro"	"excellant printing, light weight, very durable!"
880	"Pro"	"Inexpensive, durable, easy setup"
881	"Pro"	"easy to use"
882	"Pro"	"price"
883	"Pro"	"Crisp and Clear Graphics and Text; Inexpensive"
884	"Pro"	"Great Price, Can double of Scanner,good resolution, good software package"
885	"Pro"	"Very inexpensive"
886	"Pro"	"Cheap, good for essays/reports"
887	"Pro"	"Above average printer; great price!"
